,,,,Total Schools,,,,,Mapped Schools,,,,,Mapped Schools Percentage,,,,,,,,,
,No,District,Block,Total,PS,MS,HS,HSS,Total,PS,MS,HS,HSS,Total,PS,MS,HS,HSS,Total%,PS%,MS%,HS%,HSS%
2,"                                            1
                                        ",ANUPPUR,KOTMA,204,142,46,8,8,202,141,45,8,8,2,1,1,0,0,99.02,99.3,97.83,100,100
3,"                                            2
                                        ",ANUPPUR,ANUPPUR,307,200,77,18,12,303,198,77,16,12,4,2,0,2,0,98.7,99,100,88.89,100
4,"                                            3
                                        ",ANUPPUR,PUSHPRAJ GARH,753,550,155,27,21,743,550,155,19,21,10,0,0,8,0,98.67,100,100,70.37,100
5,"                                            4
                                        ",ANUPPUR,JAITHARI,463,299,116,16,32,455,297,115,11,32,8,2,1,5,0,98.27,99.33,99.14,68.75,100
6, , ,Total,1727,1191,394,69,73,1703,1186,392,54,73,24,5,2,15,0, , , , , 
